pm:cp_A01007 	pm:cp_UTB_2_11 	231.487074 	154897.754822
pm:cp_A01014 	pm:cp_UTB_4_5 	141.072052 	135870.382930
pm:cp_A01013 	pm:cp_UTB_4_13 	151.033767 	158733.282118
pm:cp_A01005 	pm:cp_UTB_2_5 	137.868122 	150573.830935
pm:cp_A01016 	pm:cp_UTB_4_14 	121.487161 	118275.375883
pm:cp_A01009 	pm:cp_UTB_3_5 	130.182915 	125135.285380
pm:cp_A01015 	pm:cp_UTB_4_6 	166.569836 	144875.802930
pm:cp_A01001 	pm:cp_UTB_1_13 	163.001852 	155672.080941
pm:cp_A01002 	pm:cp_UTB_1_5 	167.550792 	147768.804525
pm:cp_A01010 	pm:cp_UTB_3_6 	171.463135 	134031.771230
pm:cp_A01011 	pm:cp_UTB_3_14 	146.650051 	135309.191230
pm:cp_A01006 	pm:cp_UTB_2_6 	186.627605 	157569.415680
pm:cp_A01003 	pm:cp_UTB_1_6 	164.433677 	149139.937713
pm:cp_A01012 	pm:cp_UTB_3_13 	154.878822 	139015.715380
pm:cp_A01007 	pm:cp_UTB_2_13 	162.817222 	152162.754822
pm:cp_A01016 	pm:cp_UTB_4_16 	111.603192 	117954.375883
pm:cp_A01008 	pm:cp_UTB_2_14 	172.049521 	149372.807080
